AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
34.7|36.0|35.4|10728|III CNS and misc intracranial and intraspinal neoplasms|302918297|0-14|All Races|Male and Female|2010-2014|||
3.0|3.4|3.2|960|III(a) Ependymomas and choroid plexus tumor|302918297|0-14|All Races|Male and Female|2010-2014|||
17.7|18.7|18.2|5513|III(b) Astrocytomas|302918297|0-14|All Races|Male and Female|2010-2014|||
6.8|7.4|7.1|2157|III(c) Intracranial and intraspinal embryonal tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
5.5|6.0|5.8|1743|III(d) Other gliomas|302918297|0-14|All Races|Male and Female|2010-2014|||
0.6|0.7|0.6|194|III(e) Other specified intracranial & intraspinal neoplasms|302918297|0-14|All Races|Male and Female|2010-2014|||
0.5|0.6|0.5|161|III(f) Unspecified intracranial and intraspinal neoplasms|302918297|0-14|All Races|Male and Female|2010-2014|||
11.1|11.9|11.5|3505|IV Neuroblastoma and other peripheral nervous cell tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
10.9|11.6|11.2|3438|IV(a) Neuroblastoma and ganglioneuroblastoma|302918297|0-14|All Races|Male and Female|2010-2014|||
0.2|0.3|0.2|67|IV(b) Other peripheral nervous cell tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
10.8|11.5|11.2|3385|IX Soft tissue and other extraosseous sarcomas|302918297|0-14|All Races|Male and Female|2010-2014|||
4.9|5.5|5.2|1581|IX(a) Rhabdomyosarcomas|302918297|0-14|All Races|Male and Female|2010-2014|||
1.0|1.2|1.1|322|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|302918297|0-14|All Races|Male and Female|2010-2014|||
~|~|~|~|IX(c) Kaposi sarcoma|302918297|0-14|All Races|Male and Female|2010-2014|||
3.5|3.9|3.7|1126|IX(d) Other specified soft tissue sarcomas|302918297|0-14|All Races|Male and Female|2010-2014|||
1.0|1.3|1.2|348|IX(e) Unspecified soft tissue sarcomas|302918297|0-14|All Races|Male and Female|2010-2014|||
0.2|0.3|0.3|79|Not classified by ICCC|302918297|0-14|All Races|Male and Female|2010-2014|||
4.1|4.6|4.3|1329|V Retinoblastoma|302918297|0-14|All Races|Male and Female|2010-2014|||
8.5|9.1|8.8|2687|VI Renal tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
8.0|8.7|8.4|2560|VI(a) Nephroblastoma and other nonepithelial renal tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
0.3|0.5|0.4|114|VI(b) Renal carcinomas|302918297|0-14|All Races|Male and Female|2010-2014|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
2.9|3.3|3.1|934|VII Hepatic tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
2.4|2.8|2.6|794|VII(a) Hepatoblastoma|302918297|0-14|All Races|Male and Female|2010-2014|||
0.4|0.5|0.4|130|VII(b) Hepatic carcinomas|302918297|0-14|All Races|Male and Female|2010-2014|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
7.0|7.6|7.3|2212|VIII Malignant bone tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
3.8|4.3|4.1|1220|VIII(a) Osteosarcomas|302918297|0-14|All Races|Male and Female|2010-2014|||
0.1|0.2|0.2|57|VIII(b) Chondrosarcomas|302918297|0-14|All Races|Male and Female|2010-2014|||
2.4|2.8|2.6|789|VIII(c) Ewing tumor and related sarcomas of bone|302918297|0-14|All Races|Male and Female|2010-2014|||
0.3|0.4|0.4|108|VIII(d) Other specified malignant bone tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
0.1|0.2|0.1|38|VIII(e) Unspecified malignant bone tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
5.3|5.8|5.6|1681|X Germ cell, trophoblastic tumors & neoplasms of gonads|302918297|0-14|All Races|Male and Female|2010-2014|||
1.4|1.7|1.6|477|X(a) Intracranial & intraspinal germ cell tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
1.2|1.5|1.4|419|X(b) Malignant extracranial & extragonadal germ cell tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
2.1|2.5|2.3|695|X(c) Malignant gonadal germ cell tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
0.1|0.1|0.1|32|X(d) Gonadal carcinomas|302918297|0-14|All Races|Male and Female|2010-2014|||
0.1|0.2|0.2|58|X(e) Other and unspecified malignant gonadal tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
7.8|8.5|8.2|2461|XI Other malignant epithelial neoplasms and malignant melanomas|302918297|0-14|All Races|Male and Female|2010-2014|||
0.2|0.3|0.2|67|XI(a) Adrenocortical carcinomas|302918297|0-14|All Races|Male and Female|2010-2014|||
3.2|3.6|3.4|1016|XI(b) Thyroid carcinomas|302918297|0-14|All Races|Male and Female|2010-2014|||
0.2|0.3|0.3|81|XI(c) Nasopharyngeal carcinomas|302918297|0-14|All Races|Male and Female|2010-2014|||
1.9|2.2|2.1|624|XI(d) Malignant melanomas|302918297|0-14|All Races|Male and Female|2010-2014|||
0.0|0.1|0.1|16|XI(e) Skin carcinomas|302918297|0-14|All Races|Male and Female|2010-2014|||
2.0|2.4|2.2|657|XI(f) Other and unspecified carcinomas|302918297|0-14|All Races|Male and Female|2010-2014|||
0.6|0.8|0.7|204|XII Other and unspecified malignant neoplasms|302918297|0-14|All Races|Male and Female|2010-2014|||
0.3|0.4|0.4|110|XII(a) Other specified malignant tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
0.3|0.4|0.3|94|XII(b) Other unspecified malignant tumors|302918297|0-14|All Races|Male and Female|2010-2014|||
166.1|172.7|169.4|10310|All ICCC Groups Combined|60627093|0-14|All Races|Male and Female|2011|||
52.1|55.8|54.0|3292|I Leukemias, myeloproliferative & myelodysplastic diseases|60627093|0-14|All Races|Male and Female|2011|||
39.9|43.2|41.5|2535|I(a) Lymphoid leukemias|60627093|0-14|All Races|Male and Female|2011|||
7.0|8.4|7.7|469|I(b) Acute myeloid leukemias|60627093|0-14|All Races|Male and Female|2011|||
1.5|2.2|1.8|110|I(c) Chronic myeloproliferative diseases|60627093|0-14|All Races|Male and Female|2011|||
1.1|1.7|1.4|83|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|60627093|0-14|All Races|Male and Female|2011|||
1.3|1.9|1.6|95|I(e) Unspecified and other specified leukemias|60627093|0-14|All Races|Male and Female|2011|||
19.0|21.2|20.1|1215|II Lymphomas and reticuloendothelial neoplasms|60627093|0-14|All Races|Male and Female|2011|||
4.6|5.8|5.2|313|II(a) Hodgkin lymphomas|60627093|0-14|All Races|Male and Female|2011|||
5.8|7.1|6.4|387|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|60627093|0-14|All Races|Male and Female|2011|||
2.2|3.1|2.6|158|II(c) Burkitt lymphoma|60627093|0-14|All Races|Male and Female|2011|||
5.1|6.3|5.7|345|II(d) Miscellaneous lymphoreticular neoplasms|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|II(e) Unspecified lymphomas|60627093|0-14|All Races|Male and Female|2011|||
33.9|36.9|35.4|2151|III CNS and misc intracranial and intraspinal neoplasms|60627093|0-14|All Races|Male and Female|2011|||
3.0|3.9|3.4|210|III(a) Ependymomas and choroid plexus tumor|60627093|0-14|All Races|Male and Female|2011|||
16.8|18.9|17.8|1082|III(b) Astrocytomas|60627093|0-14|All Races|Male and Female|2011|||
6.3|7.7|7.0|425|III(c) Intracranial and intraspinal embryonal tumors|60627093|0-14|All Races|Male and Female|2011|||
5.6|6.8|6.2|374|III(d) Other gliomas|60627093|0-14|All Races|Male and Female|2011|||
0.3|0.7|0.5|30|III(e) Other specified intracranial & intraspinal neoplasms|60627093|0-14|All Races|Male and Female|2011|||
0.3|0.7|0.5|30|III(f) Unspecified intracranial and intraspinal neoplasms|60627093|0-14|All Races|Male and Female|2011|||
10.4|12.0|11.2|686|IV Neuroblastoma and other peripheral nervous cell tumors|60627093|0-14|All Races|Male and Female|2011|||
10.1|11.8|11.0|673|IV(a) Neuroblastoma and ganglioneuroblastoma|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|60627093|0-14|All Races|Male and Female|2011|||
10.3|12.0|11.1|676|IX Soft tissue and other extraosseous sarcomas|60627093|0-14|All Races|Male and Female|2011|||
4.7|5.8|5.2|318|IX(a) Rhabdomyosarcomas|60627093|0-14|All Races|Male and Female|2011|||
0.8|1.4|1.1|65|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|IX(c) Kaposi sarcoma|60627093|0-14|All Races|Male and Female|2011|||
3.2|4.2|3.7|225|IX(d) Other specified soft tissue sarcomas|60627093|0-14|All Races|Male and Female|2011|||
0.8|1.4|1.1|65|IX(e) Unspecified soft tissue sarcomas|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|Not classified by ICCC|60627093|0-14|All Races|Male and Female|2011|||
3.7|4.8|4.2|259|V Retinoblastoma|60627093|0-14|All Races|Male and Female|2011|||
8.3|9.8|9.0|554|VI Renal tumors|60627093|0-14|All Races|Male and Female|2011|||
7.9|9.4|8.6|531|VI(a) Nephroblastoma and other nonepithelial renal tumors|60627093|0-14|All Races|Male and Female|2011|||
0.2|0.6|0.4|22|VI(b) Renal carcinomas|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|60627093|0-14|All Races|Male and Female|2011|||
2.7|3.6|3.2|194|VII Hepatic tumors|60627093|0-14|All Races|Male and Female|2011|||
2.3|3.1|2.7|165|VII(a) Hepatoblastoma|60627093|0-14|All Races|Male and Female|2011|||
0.3|0.6|0.4|25|VII(b) Hepatic carcinomas|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|60627093|0-14|All Races|Male and Female|2011|||
6.8|8.2|7.4|449|VIII Malignant bone tumors|60627093|0-14|All Races|Male and Female|2011|||
3.6|4.7|4.1|249|VIII(a) Osteosarcomas|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|VIII(b) Chondrosarcomas|60627093|0-14|All Races|Male and Female|2011|||
2.4|3.3|2.8|171|VIII(c) Ewing tumor and related sarcomas of bone|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|VIII(d) Other specified malignant bone tumors|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|60627093|0-14|All Races|Male and Female|2011|||
4.6|5.7|5.1|311|X Germ cell, trophoblastic tumors & neoplasms of gonads|60627093|0-14|All Races|Male and Female|2011|||
1.2|1.9|1.5|93|X(a) Intracranial & intraspinal germ cell tumors|60627093|0-14|All Races|Male and Female|2011|||
0.9|1.5|1.2|74|X(b) Malignant extracranial & extragonadal germ cell tumors|60627093|0-14|All Races|Male and Female|2011|||
1.8|2.6|2.2|131|X(c) Malignant gonadal germ cell tumors|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|X(d) Gonadal carcinomas|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|60627093|0-14|All Races|Male and Female|2011|||
7.1|8.5|7.8|470|XI Other malignant epithelial neoplasms and malignant melanomas|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|XI(a) Adrenocortical carcinomas|60627093|0-14|All Races|Male and Female|2011|||
2.8|3.8|3.3|198|XI(b) Thyroid carcinomas|60627093|0-14|All Races|Male and Female|2011|||
0.2|0.5|0.3|19|XI(c) Nasopharyngeal carcinomas|60627093|0-14|All Races|Male and Female|2011|||
1.8|2.5|2.1|128|XI(d) Malignant melanomas|60627093|0-14|All Races|Male and Female|2011|||
~|~|~|~|XI(e) Skin carcinomas|60627093|0-14|All Races|Male and Female|2011|||
1.5|2.2|1.8|108|XI(f) Other and unspecified carcinomas|60627093|0-14|All Races|Male and Female|2011|||
0.5|0.9|0.6|39|XII Other and unspecified malignant neoplasms|60627093|0-14|All Races|Male and Female|2011|||
0.2|0.4|0.3|17|XII(a) Other specified malignant tumors|60627093|0-14|All Races|Male and Female|2011|||
0.2|0.5|0.4|22|XII(b) Other unspecified malignant tumors|60627093|0-14|All Races|Male and Female|2011|||
164.3|170.8|167.6|10273|All ICCC Groups Combined|61123600|0-14|All Races|Male and Female|2012|||
50.1|53.7|51.9|3187|I Leukemias, myeloproliferative & myelodysplastic diseases|61123600|0-14|All Races|Male and Female|2012|||
38.2|41.4|39.8|2446|I(a) Lymphoid leukemias|61123600|0-14|All Races|Male and Female|2012|||
6.5|7.8|7.1|436|I(b) Acute myeloid leukemias|61123600|0-14|All Races|Male and Female|2012|||
1.3|2.0|1.6|98|I(c) Chronic myeloproliferative diseases|61123600|0-14|All Races|Male and Female|2012|||
1.3|2.0|1.7|101|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61123600|0-14|All Races|Male and Female|2012|||
1.4|2.1|1.7|106|I(e) Unspecified and other specified leukemias|61123600|0-14|All Races|Male and Female|2012|||
20.3|22.6|21.4|1309|II Lymphomas and reticuloendothelial neoplasms|61123600|0-14|All Races|Male and Female|2012|||
5.1|6.3|5.7|347|II(a) Hodgkin lymphomas|61123600|0-14|All Races|Male and Female|2012|||
6.8|8.1|7.4|453|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61123600|0-14|All Races|Male and Female|2012|||
2.0|2.8|2.3|143|II(c) Burkitt lymphoma|61123600|0-14|All Races|Male and Female|2012|||
5.0|6.2|5.6|342|II(d) Miscellaneous lymphoreticular neoplasms|61123600|0-14|All Races|Male and Female|2012|||
0.3|0.6|0.4|24|II(e) Unspecified lymphomas|61123600|0-14|All Races|Male and Female|2012|||
33.3|36.3|34.8|2131|III CNS and misc intracranial and intraspinal neoplasms|61123600|0-14|All Races|Male and Female|2012|||
2.5|3.4|2.9|181|III(a) Ependymomas and choroid plexus tumor|61123600|0-14|All Races|Male and Female|2012|||
17.2|19.4|18.3|1118|III(b) Astrocytomas|61123600|0-14|All Races|Male and Female|2012|||
6.5|7.8|7.1|437|III(c) Intracranial and intraspinal embryonal tumors|61123600|0-14|All Races|Male and Female|2012|||
4.6|5.8|5.2|316|III(d) Other gliomas|61123600|0-14|All Races|Male and Female|2012|||
0.4|0.8|0.6|34|III(e) Other specified intracranial & intraspinal neoplasms|61123600|0-14|All Races|Male and Female|2012|||
0.5|1.0|0.7|45|III(f) Unspecified intracranial and intraspinal neoplasms|61123600|0-14|All Races|Male and Female|2012|||
10.5|12.1|11.3|695|IV Neuroblastoma and other peripheral nervous cell tumors|61123600|0-14|All Races|Male and Female|2012|||
10.2|11.9|11.0|681|IV(a) Neuroblastoma and ganglioneuroblastoma|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|61123600|0-14|All Races|Male and Female|2012|||
10.2|11.9|11.0|673|IX Soft tissue and other extraosseous sarcomas|61123600|0-14|All Races|Male and Female|2012|||
4.5|5.6|5.0|309|IX(a) Rhabdomyosarcomas|61123600|0-14|All Races|Male and Female|2012|||
0.9|1.5|1.2|71|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|IX(c) Kaposi sarcoma|61123600|0-14|All Races|Male and Female|2012|||
3.1|4.0|3.5|216|IX(d) Other specified soft tissue sarcomas|61123600|0-14|All Races|Male and Female|2012|||
1.0|1.5|1.2|74|IX(e) Unspecified soft tissue sarcomas|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|Not classified by ICCC|61123600|0-14|All Races|Male and Female|2012|||
3.9|4.9|4.4|269|V Retinoblastoma|61123600|0-14|All Races|Male and Female|2012|||
7.8|9.3|8.5|527|VI Renal tumors|61123600|0-14|All Races|Male and Female|2012|||
7.4|8.9|8.1|502|VI(a) Nephroblastoma and other nonepithelial renal tumors|61123600|0-14|All Races|Male and Female|2012|||
0.2|0.5|0.3|20|VI(b) Renal carcinomas|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61123600|0-14|All Races|Male and Female|2012|||
2.9|3.8|3.3|205|VII Hepatic tumors|61123600|0-14|All Races|Male and Female|2012|||
2.4|3.3|2.8|175|VII(a) Hepatoblastoma|61123600|0-14|All Races|Male and Female|2012|||
0.3|0.7|0.5|28|VII(b) Hepatic carcinomas|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61123600|0-14|All Races|Male and Female|2012|||
6.5|7.9|7.2|438|VIII Malignant bone tumors|61123600|0-14|All Races|Male and Female|2012|||
3.9|4.9|4.4|265|VIII(a) Osteosarcomas|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|VIII(b) Chondrosarcomas|61123600|0-14|All Races|Male and Female|2012|||
1.8|2.6|2.2|134|VIII(c) Ewing tumor and related sarcomas of bone|61123600|0-14|All Races|Male and Female|2012|||
0.2|0.5|0.3|19|VIII(d) Other specified malignant bone tumors|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61123600|0-14|All Races|Male and Female|2012|||
4.5|5.7|5.1|309|X Germ cell, trophoblastic tumors & neoplasms of gonads|61123600|0-14|All Races|Male and Female|2012|||
1.1|1.7|1.4|84|X(a) Intracranial & intraspinal germ cell tumors|61123600|0-14|All Races|Male and Female|2012|||
1.2|1.8|1.5|89|X(b) Malignant extracranial & extragonadal germ cell tumors|61123600|0-14|All Races|Male and Female|2012|||
1.7|2.4|2.0|122|X(c) Malignant gonadal germ cell tumors|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|X(d) Gonadal carcinomas|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|61123600|0-14|All Races|Male and Female|2012|||
7.0|8.4|7.7|467|XI Other malignant epithelial neoplasms and malignant melanomas|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61123600|0-14|All Races|Male and Female|2012|||
2.8|3.8|3.3|199|XI(b) Thyroid carcinomas|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|61123600|0-14|All Races|Male and Female|2012|||
1.6|2.4|2.0|120|XI(d) Malignant melanomas|61123600|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(e) Skin carcinomas|61123600|0-14|All Races|Male and Female|2012|||
1.6|2.3|1.9|117|XI(f) Other and unspecified carcinomas|61123600|0-14|All Races|Male and Female|2012|||
0.6|1.1|0.8|50|XII Other and unspecified malignant neoplasms|61123600|0-14|All Races|Male and Female|2012|||
0.2|0.6|0.4|23|XII(a) Other specified malignant tumors|61123600|0-14|All Races|Male and Female|2012|||
0.3|0.6|0.4|27|XII(b) Other unspecified malignant tumors|61123600|0-14|All Races|Male and Female|2012|||
166.4|173.0|169.7|10381|All ICCC Groups Combined|61085889|0-14|All Races|Male and Female|2013|||
48.9|52.5|50.7|3104|I Leukemias, myeloproliferative & myelodysplastic diseases|61085889|0-14|All Races|Male and Female|2013|||
36.2|39.3|37.7|2313|I(a) Lymphoid leukemias|61085889|0-14|All Races|Male and Female|2013|||
7.1|8.5|7.8|475|I(b) Acute myeloid leukemias|61085889|0-14|All Races|Male and Female|2013|||
1.3|2.0|1.6|100|I(c) Chronic myeloproliferative diseases|61085889|0-14|All Races|Male and Female|2013|||
1.1|1.7|1.4|84|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61085889|0-14|All Races|Male and Female|2013|||
1.8|2.6|2.2|132|I(e) Unspecified and other specified leukemias|61085889|0-14|All Races|Male and Female|2013|||
20.3|22.7|21.5|1311|II Lymphomas and reticuloendothelial neoplasms|61085889|0-14|All Races|Male and Female|2013|||
4.9|6.1|5.5|335|II(a) Hodgkin lymphomas|61085889|0-14|All Races|Male and Female|2013|||
6.6|8.0|7.3|446|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61085889|0-14|All Races|Male and Female|2013|||
1.9|2.7|2.3|140|II(c) Burkitt lymphoma|61085889|0-14|All Races|Male and Female|2013|||
5.5|6.8|6.1|376|II(d) Miscellaneous lymphoreticular neoplasms|61085889|0-14|All Races|Male and Female|2013|||
~|~|~|~|II(e) Unspecified lymphomas|61085889|0-14|All Races|Male and Female|2013|||
34.1|37.1|35.5|2173|III CNS and misc intracranial and intraspinal neoplasms|61085889|0-14|All Races|Male and Female|2013|||
