AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0-19|0.3|0.5|0.4|Benign/Borderline|168|41889233|Male|Tumors of Sellar Region|2004|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|41889233|Male|Tumors of Sellar Region|2004|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|211|42006384|Male|Tumors of Sellar Region|2005|0.4|0.6|0.5
0-19|~|~|~|Malignant|~|42006384|Male|Tumors of Sellar Region|2005|~|~|~
0-19|0.3|0.5|0.4|Benign/Borderline|171|42158997|Male|Tumors of Sellar Region|2006|0.3|0.5|0.4
0-19|~|~|~|Malignant|~|42158997|Male|Tumors of Sellar Region|2006|~|~|~
0-19|0.4|0.5|0.5|Benign/Borderline|202|42367071|Male|Tumors of Sellar Region|2007|0.4|0.5|0.5
0-19|~|~|~|Malignant|~|42367071|Male|Tumors of Sellar Region|2007|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|219|42541971|Male|Tumors of Sellar Region|2008|0.4|0.6|0.5
0-19|~|~|~|Malignant|~|42541971|Male|Tumors of Sellar Region|2008|~|~|~
0-19|0.5|0.6|0.5|Benign/Borderline|233|42609915|Male|Tumors of Sellar Region|2009|0.5|0.6|0.5
0-19|~|~|~|Malignant|~|42609915|Male|Tumors of Sellar Region|2009|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|216|42551068|Male|Tumors of Sellar Region|2010|0.4|0.6|0.5
0-19|~|~|~|Malignant|~|42551068|Male|Tumors of Sellar Region|2010|~|~|~
0-19|0.5|0.6|0.6|Benign/Borderline|1167|209288659|Male|Tumors of Sellar Region|2010-2014|0.5|0.6|0.6
0-19|~|~|~|Malignant|~|209288659|Male|Tumors of Sellar Region|2010-2014|~|~|~
0-19|0.4|0.6|0.5|Benign/Borderline|213|42004894|Male|Tumors of Sellar Region|2011|0.4|0.6|0.5
0-19|~|~|~|Malignant|~|42004894|Male|Tumors of Sellar Region|2011|~|~|~
0-19|0.5|0.6|0.6|Benign/Borderline|242|42188304|Male|Tumors of Sellar Region|2012|0.5|0.7|0.6
0-19|~|~|~|Malignant|~|42188304|Male|Tumors of Sellar Region|2012|~|~|~
0-19|0.5|0.6|0.6|Benign/Borderline|237|42054058|Male|Tumors of Sellar Region|2013|0.5|0.6|0.6
0-19|~|~|~|Malignant|~|42054058|Male|Tumors of Sellar Region|2013|~|~|~
0-19|0.6|0.7|0.6|Benign/Borderline|264|41979659|Male|Tumors of Sellar Region|2014|0.6|0.7|0.6
0-19|~|~|~|Malignant|~|41979659|Male|Tumors of Sellar Region|2014|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|76|41889233|Male|Tumors of the Meninges|2004|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|41889233|Male|Tumors of the Meninges|2004|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|85|42006384|Male|Tumors of the Meninges|2005|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42006384|Male|Tumors of the Meninges|2005|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|84|42158997|Male|Tumors of the Meninges|2006|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|42158997|Male|Tumors of the Meninges|2006|~|~|~
0-19|0.1|0.2|0.2|Benign/Borderline|77|42367071|Male|Tumors of the Meninges|2007|0.1|0.2|0.2
0-19|~|~|~|Malignant|~|42367071|Male|Tumors of the Meninges|2007|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|87|42541971|Male|Tumors of the Meninges|2008|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42541971|Male|Tumors of the Meninges|2008|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|95|42609915|Male|Tumors of the Meninges|2009|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42609915|Male|Tumors of the Meninges|2009|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|92|42551068|Male|Tumors of the Meninges|2010|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42551068|Male|Tumors of the Meninges|2010|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|540|209288659|Male|Tumors of the Meninges|2010-2014|0.2|0.3|0.3
0-19|0.0|0.0|0.0|Malignant|55|209288659|Male|Tumors of the Meninges|2010-2014|0.0|0.0|0.0
0-19|0.2|0.3|0.3|Benign/Borderline|121|42004894|Male|Tumors of the Meninges|2011|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|42004894|Male|Tumors of the Meninges|2011|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|121|42188304|Male|Tumors of the Meninges|2012|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|42188304|Male|Tumors of the Meninges|2012|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|102|42054058|Male|Tumors of the Meninges|2013|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|42054058|Male|Tumors of the Meninges|2013|~|~|~
0-19|0.2|0.3|0.3|Benign/Borderline|107|41979659|Male|Tumors of the Meninges|2014|0.2|0.3|0.3
0-19|~|~|~|Malignant|~|41979659|Male|Tumors of the Meninges|2014|~|~|~
0-19|0.1|0.2|0.1|Benign/Borderline|58|41889233|Male|Unclassified Tumors|2004|0.1|0.2|0.1
0-19|0.0|0.1|0.0|Malignant|16|41889233|Male|Unclassified Tumors|2004|0.0|0.1|0.0
0-19|0.1|0.2|0.2|Benign/Borderline|74|42006384|Male|Unclassified Tumors|2005|0.1|0.2|0.2
0-19|0.0|0.1|0.0|Malignant|18|42006384|Male|Unclassified Tumors|2005|0.0|0.1|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|84|42158997|Male|Unclassified Tumors|2006|0.2|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|25|42158997|Male|Unclassified Tumors|2006|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|114|42367071|Male|Unclassified Tumors|2007|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|27|42367071|Male|Unclassified Tumors|2007|0.0|0.1|0.1
0-19|0.2|0.2|0.2|Benign/Borderline|86|42541971|Male|Unclassified Tumors|2008|0.2|0.2|0.2
0-19|0.0|0.1|0.1|Malignant|.|42541971|Male|Unclassified Tumors|2008|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|146|42609915|Male|Unclassified Tumors|2009|0.3|0.4|0.3
0-19|0.0|0.1|0.1|Malignant|22|42609915|Male|Unclassified Tumors|2009|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|132|42551068|Male|Unclassified Tumors|2010|0.3|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|.|42551068|Male|Unclassified Tumors|2010|0.0|0.1|0.0
0-19|0.3|0.3|0.3|Benign/Borderline|617|209288659|Male|Unclassified Tumors|2010-2014|0.3|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|111|209288659|Male|Unclassified Tumors|2010-2014|0.0|0.1|0.1
0-19|0.3|0.4|0.3|Benign/Borderline|131|42004894|Male|Unclassified Tumors|2011|0.3|0.4|0.3
0-19|0.0|0.1|0.0|Malignant|17|42004894|Male|Unclassified Tumors|2011|0.0|0.1|0.0
0-19|0.2|0.3|0.3|Benign/Borderline|118|42188304|Male|Unclassified Tumors|2012|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|31|42188304|Male|Unclassified Tumors|2012|0.0|0.1|0.1
0-19|0.2|0.3|0.3|Benign/Borderline|120|42054058|Male|Unclassified Tumors|2013|0.2|0.3|0.3
0-19|0.0|0.1|0.0|Malignant|19|42054058|Male|Unclassified Tumors|2013|0.0|0.1|0.0
0-19|0.2|0.3|0.3|Benign/Borderline|119|41979659|Male|Unclassified Tumors|2014|0.2|0.3|0.3
0-19|0.0|0.1|0.1|Malignant|27|41979659|Male|Unclassified Tumors|2014|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|31|41889233|Male|Unique astrocytoma variants|2004|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|41889233|Male|Unique astrocytoma variants|2004|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|35|42006384|Male|Unique astrocytoma variants|2005|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|42006384|Male|Unique astrocytoma variants|2005|~|~|~
0-19|0.0|0.1|0.1|Benign/Borderline|25|42158997|Male|Unique astrocytoma variants|2006|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|19|42158997|Male|Unique astrocytoma variants|2006|0.0|0.1|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|28|42367071|Male|Unique astrocytoma variants|2007|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|23|42367071|Male|Unique astrocytoma variants|2007|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|39|42541971|Male|Unique astrocytoma variants|2008|0.1|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|.|42541971|Male|Unique astrocytoma variants|2008|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|39|42609915|Male|Unique astrocytoma variants|2009|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|24|42609915|Male|Unique astrocytoma variants|2009|0.0|0.1|0.1
0-19|0.0|0.1|0.1|Benign/Borderline|26|42551068|Male|Unique astrocytoma variants|2010|0.0|0.1|0.1
0-19|0.0|0.1|0.0|Malignant|.|42551068|Male|Unique astrocytoma variants|2010|0.0|0.1|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|159|209288659|Male|Unique astrocytoma variants|2010-2014|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|114|209288659|Male|Unique astrocytoma variants|2010-2014|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|35|42004894|Male|Unique astrocytoma variants|2011|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|25|42004894|Male|Unique astrocytoma variants|2011|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|34|42188304|Male|Unique astrocytoma variants|2012|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|25|42188304|Male|Unique astrocytoma variants|2012|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|32|42054058|Male|Unique astrocytoma variants|2013|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|25|42054058|Male|Unique astrocytoma variants|2013|0.0|0.1|0.1
0-19|0.1|0.1|0.1|Benign/Borderline|32|41979659|Male|Unique astrocytoma variants|2014|0.1|0.1|0.1
0-19|0.0|0.1|0.1|Malignant|.|41979659|Male|Unique astrocytoma variants|2014|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|All other|2004|~|~|~
0-19|~|~|~|Malignant|~|81754354|Male and Female|All other|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|All other|2005|~|~|~
0-19|~|~|~|Malignant|~|82005260|Male and Female|All other|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|All other|2006|~|~|~
0-19|~|~|~|Malignant|~|82324418|Male and Female|All other|2006|~|~|~
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|All other|2007|~|~|~
0-19|~|~|~|Malignant|~|82749431|Male and Female|All other|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|All other|2008|~|~|~
0-19|~|~|~|Malignant|~|83118264|Male and Female|All other|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|All other|2009|~|~|~
0-19|~|~|~|Malignant|~|83280391|Male and Female|All other|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|83185451|Male and Female|All other|2010|~|~|~
0-19|0.0|0.0|0.0|Malignant|23|83185451|Male and Female|All other|2010|0.0|0.0|0.0
0-19|0.0|0.0|0.0|Benign/Borderline|31|409325715|Male and Female|All other|2010-2014|0.0|0.0|0.0
0-19|0.0|0.0|0.0|Malignant|72|409325715|Male and Female|All other|2010-2014|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82115130|Male and Female|All other|2011|~|~|~
0-19|~|~|~|Malignant|~|82115130|Male and Female|All other|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|82500154|Male and Female|All other|2012|~|~|~
0-19|~|~|~|Malignant|~|82500154|Male and Female|All other|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|82277037|Male and Female|All other|2013|~|~|~
0-19|~|~|~|Malignant|~|82277037|Male and Female|All other|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|82156139|Male and Female|All other|2014|~|~|~
0-19|~|~|~|Malignant|~|82156139|Male and Female|All other|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Anaplastic astrocytoma|2004|~|~|~
0-19|0.1|0.1|0.1|Malignant|70|81754354|Male and Female|Anaplastic astrocytoma|2004|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Anaplastic astrocytoma|2005|~|~|~
0-19|0.1|0.1|0.1|Malignant|61|82005260|Male and Female|Anaplastic astrocytoma|2005|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Anaplastic astrocytoma|2006|~|~|~
0-19|0.1|0.1|0.1|Malignant|66|82324418|Male and Female|Anaplastic astrocytoma|2006|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Anaplastic astrocytoma|2007|~|~|~
0-19|0.1|0.1|0.1|Malignant|85|82749431|Male and Female|Anaplastic astrocytoma|2007|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Anaplastic astrocytoma|2008|~|~|~
0-19|0.1|0.1|0.1|Malignant|74|83118264|Male and Female|Anaplastic astrocytoma|2008|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Anaplastic astrocytoma|2009|~|~|~
0-19|0.1|0.1|0.1|Malignant|69|83280391|Male and Female|Anaplastic astrocytoma|2009|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83185451|Male and Female|Anaplastic astrocytoma|2010|~|~|~
0-19|0.1|0.1|0.1|Malignant|83|83185451|Male and Female|Anaplastic astrocytoma|2010|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|409325715|Male and Female|Anaplastic astrocytoma|2010-2014|~|~|~
0-19|0.1|0.1|0.1|Malignant|412|409325715|Male and Female|Anaplastic astrocytoma|2010-2014|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82115130|Male and Female|Anaplastic astrocytoma|2011|~|~|~
0-19|0.1|0.1|0.1|Malignant|74|82115130|Male and Female|Anaplastic astrocytoma|2011|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82500154|Male and Female|Anaplastic astrocytoma|2012|~|~|~
0-19|0.1|0.1|0.1|Malignant|67|82500154|Male and Female|Anaplastic astrocytoma|2012|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82277037|Male and Female|Anaplastic astrocytoma|2013|~|~|~
0-19|0.1|0.1|0.1|Malignant|93|82277037|Male and Female|Anaplastic astrocytoma|2013|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82156139|Male and Female|Anaplastic astrocytoma|2014|~|~|~
0-19|0.1|0.1|0.1|Malignant|95|82156139|Male and Female|Anaplastic astrocytoma|2014|0.1|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Anaplastic oligodendroglioma|2004|~|~|~
0-19|~|~|~|Malignant|~|81754354|Male and Female|Anaplastic oligodendroglioma|2004|~|~|~
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Anaplastic oligodendroglioma|2005|~|~|~
0-19|~|~|~|Malignant|~|82005260|Male and Female|Anaplastic oligodendroglioma|2005|~|~|~
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Anaplastic oligodendroglioma|2006|~|~|~
0-19|0.0|0.0|0.0|Malignant|17|82324418|Male and Female|Anaplastic oligodendroglioma|2006|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Anaplastic oligodendroglioma|2007|~|~|~
0-19|~|~|~|Malignant|~|82749431|Male and Female|Anaplastic oligodendroglioma|2007|~|~|~
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Anaplastic oligodendroglioma|2008|~|~|~
0-19|~|~|~|Malignant|~|83118264|Male and Female|Anaplastic oligodendroglioma|2008|~|~|~
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Anaplastic oligodendroglioma|2009|~|~|~
0-19|~|~|~|Malignant|~|83280391|Male and Female|Anaplastic oligodendroglioma|2009|~|~|~
0-19|~|~|~|Benign/Borderline|~|83185451|Male and Female|Anaplastic oligodendroglioma|2010|~|~|~
0-19|~|~|~|Malignant|~|83185451|Male and Female|Anaplastic oligodendroglioma|2010|~|~|~
0-19|~|~|~|Benign/Borderline|~|409325715|Male and Female|Anaplastic oligodendroglioma|2010-2014|~|~|~
0-19|0.0|0.0|0.0|Malignant|29|409325715|Male and Female|Anaplastic oligodendroglioma|2010-2014|0.0|0.0|0.0
0-19|~|~|~|Benign/Borderline|~|82115130|Male and Female|Anaplastic oligodendroglioma|2011|~|~|~
0-19|~|~|~|Malignant|~|82115130|Male and Female|Anaplastic oligodendroglioma|2011|~|~|~
0-19|~|~|~|Benign/Borderline|~|82500154|Male and Female|Anaplastic oligodendroglioma|2012|~|~|~
0-19|~|~|~|Malignant|~|82500154|Male and Female|Anaplastic oligodendroglioma|2012|~|~|~
0-19|~|~|~|Benign/Borderline|~|82277037|Male and Female|Anaplastic oligodendroglioma|2013|~|~|~
0-19|~|~|~|Malignant|~|82277037|Male and Female|Anaplastic oligodendroglioma|2013|~|~|~
0-19|~|~|~|Benign/Borderline|~|82156139|Male and Female|Anaplastic oligodendroglioma|2014|~|~|~
0-19|~|~|~|Malignant|~|82156139|Male and Female|Anaplastic oligodendroglioma|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Astrocytoma, NOS|2004|~|~|~
0-19|0.2|0.3|0.2|Malignant|202|81754354|Male and Female|Astrocytoma, NOS|2004|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Astrocytoma, NOS|2005|~|~|~
0-19|0.2|0.3|0.2|Malignant|191|82005260|Male and Female|Astrocytoma, NOS|2005|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Astrocytoma, NOS|2006|~|~|~
0-19|0.2|0.3|0.2|Malignant|195|82324418|Male and Female|Astrocytoma, NOS|2006|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Astrocytoma, NOS|2007|~|~|~
0-19|0.2|0.3|0.2|Malignant|182|82749431|Male and Female|Astrocytoma, NOS|2007|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Astrocytoma, NOS|2008|~|~|~
0-19|0.2|0.2|0.2|Malignant|179|83118264|Male and Female|Astrocytoma, NOS|2008|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Astrocytoma, NOS|2009|~|~|~
0-19|0.2|0.3|0.2|Malignant|203|83280391|Male and Female|Astrocytoma, NOS|2009|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|83185451|Male and Female|Astrocytoma, NOS|2010|~|~|~
0-19|0.2|0.3|0.3|Malignant|216|83185451|Male and Female|Astrocytoma, NOS|2010|0.2|0.3|0.3
0-19|~|~|~|Benign/Borderline|~|409325715|Male and Female|Astrocytoma, NOS|2010-2014|~|~|~
0-19|0.2|0.2|0.2|Malignant|939|409325715|Male and Female|Astrocytoma, NOS|2010-2014|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|82115130|Male and Female|Astrocytoma, NOS|2011|~|~|~
0-19|0.2|0.3|0.2|Malignant|184|82115130|Male and Female|Astrocytoma, NOS|2011|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82500154|Male and Female|Astrocytoma, NOS|2012|~|~|~
0-19|0.2|0.2|0.2|Malignant|165|82500154|Male and Female|Astrocytoma, NOS|2012|0.2|0.2|0.2
0-19|~|~|~|Benign/Borderline|~|82277037|Male and Female|Astrocytoma, NOS|2013|~|~|~
0-19|0.2|0.3|0.2|Malignant|182|82277037|Male and Female|Astrocytoma, NOS|2013|0.2|0.3|0.2
0-19|~|~|~|Benign/Borderline|~|82156139|Male and Female|Astrocytoma, NOS|2014|~|~|~
0-19|0.2|0.3|0.2|Malignant|196|82156139|Male and Female|Astrocytoma, NOS|2014|0.2|0.3|0.2
0-19|0.1|0.1|0.1|Benign/Borderline|56|81754354|Male and Female|Choroid plexus|2004|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|21|81754354|Male and Female|Choroid plexus|2004|0.0|0.0|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|54|82005260|Male and Female|Choroid plexus|2005|0.0|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|25|82005260|Male and Female|Choroid plexus|2005|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|68|82324418|Male and Female|Choroid plexus|2006|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|20|82324418|Male and Female|Choroid plexus|2006|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|64|82749431|Male and Female|Choroid plexus|2007|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|21|82749431|Male and Female|Choroid plexus|2007|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|79|83118264|Male and Female|Choroid plexus|2008|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|22|83118264|Male and Female|Choroid plexus|2008|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|59|83280391|Male and Female|Choroid plexus|2009|0.1|0.1|0.1
0-19|~|~|~|Malignant|~|83280391|Male and Female|Choroid plexus|2009|~|~|~
0-19|0.1|0.1|0.1|Benign/Borderline|66|83185451|Male and Female|Choroid plexus|2010|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|22|83185451|Male and Female|Choroid plexus|2010|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|300|409325715|Male and Female|Choroid plexus|2010-2014|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|101|409325715|Male and Female|Choroid plexus|2010-2014|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|59|82115130|Male and Female|Choroid plexus|2011|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|21|82115130|Male and Female|Choroid plexus|2011|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|61|82500154|Male and Female|Choroid plexus|2012|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|18|82500154|Male and Female|Choroid plexus|2012|0.0|0.0|0.0
0-19|0.1|0.1|0.1|Benign/Borderline|62|82277037|Male and Female|Choroid plexus|2013|0.1|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|16|82277037|Male and Female|Choroid plexus|2013|0.0|0.0|0.0
0-19|0.0|0.1|0.1|Benign/Borderline|54|82156139|Male and Female|Choroid plexus|2014|0.0|0.1|0.1
0-19|0.0|0.0|0.0|Malignant|25|82156139|Male and Female|Choroid plexus|2014|0.0|0.0|0.0
0-19|0.2|0.2|0.2|Benign/Borderline|165|81754354|Male and Female|Craniopharyngioma|2004|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|81754354|Male and Female|Craniopharyngioma|2004|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|170|82005260|Male and Female|Craniopharyngioma|2005|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|82005260|Male and Female|Craniopharyngioma|2005|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|156|82324418|Male and Female|Craniopharyngioma|2006|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|82324418|Male and Female|Craniopharyngioma|2006|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|180|82749431|Male and Female|Craniopharyngioma|2007|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|82749431|Male and Female|Craniopharyngioma|2007|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|155|83118264|Male and Female|Craniopharyngioma|2008|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|83118264|Male and Female|Craniopharyngioma|2008|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|171|83280391|Male and Female|Craniopharyngioma|2009|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|83280391|Male and Female|Craniopharyngioma|2009|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|173|83185451|Male and Female|Craniopharyngioma|2010|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|83185451|Male and Female|Craniopharyngioma|2010|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|835|409325715|Male and Female|Craniopharyngioma|2010-2014|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|409325715|Male and Female|Craniopharyngioma|2010-2014|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|153|82115130|Male and Female|Craniopharyngioma|2011|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|82115130|Male and Female|Craniopharyngioma|2011|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|157|82500154|Male and Female|Craniopharyngioma|2012|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|82500154|Male and Female|Craniopharyngioma|2012|~|~|~
0-19|0.2|0.2|0.2|Benign/Borderline|173|82277037|Male and Female|Craniopharyngioma|2013|0.2|0.2|0.2
0-19|~|~|~|Malignant|~|82277037|Male and Female|Craniopharyngioma|2013|~|~|~
0-19|0.2|0.3|0.2|Benign/Borderline|181|82156139|Male and Female|Craniopharyngioma|2014|0.2|0.3|0.2
0-19|~|~|~|Malignant|~|82156139|Male and Female|Craniopharyngioma|2014|~|~|~
0-19|~|~|~|Benign/Borderline|~|81754354|Male and Female|Diffuse astrocytoma|2004|~|~|~
0-19|0.0|0.1|0.1|Malignant|44|81754354|Male and Female|Diffuse astrocytoma|2004|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82005260|Male and Female|Diffuse astrocytoma|2005|~|~|~
0-19|0.0|0.1|0.1|Malignant|43|82005260|Male and Female|Diffuse astrocytoma|2005|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|82324418|Male and Female|Diffuse astrocytoma|2006|~|~|~
0-19|0.0|0.1|0.0|Malignant|32|82324418|Male and Female|Diffuse astrocytoma|2006|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|82749431|Male and Female|Diffuse astrocytoma|2007|~|~|~
0-19|0.0|0.1|0.0|Malignant|40|82749431|Male and Female|Diffuse astrocytoma|2007|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|83118264|Male and Female|Diffuse astrocytoma|2008|~|~|~
0-19|0.0|0.1|0.1|Malignant|44|83118264|Male and Female|Diffuse astrocytoma|2008|0.0|0.1|0.1
0-19|~|~|~|Benign/Borderline|~|83280391|Male and Female|Diffuse astrocytoma|2009|~|~|~
0-19|0.0|0.1|0.0|Malignant|38|83280391|Male and Female|Diffuse astrocytoma|2009|0.0|0.1|0.0
0-19|~|~|~|Benign/Borderline|~|83185451|Male and Female|Diffuse astrocytoma|2010|~|~|~
0-19|0.0|0.1|0.0|Malignant|31|83185451|Male and Female|Diffuse astrocytoma|2010|0.0|0.1|0.0
